"Type","Direccion","Num","Distrito","Barrio","Seccion","CP","UTMX","UTMY"
"CALLE","SANTUTXU",28,"4 - BEGOÑA","SANTUTXU",21,48004,506939.54,4789009.1
"CALLE","SANTUTXU",29,"4 - BEGOÑA","SANTUTXU",15,48004,507025.92,4789088.15
"CALLE","SANTUTXU",30,"4 - BEGOÑA","SANTUTXU",21,48004,506953.65,4789030.05
"CALLE","SANTUTXU",31,"4 - BEGOÑA","SANTUTXU",15,48004,507000.53,4789066.02
"CALLE","SANTUTXU",32,"4 - BEGOÑA","SANTUTXU",21,48004,506969.83,4789036.62
"CALLE","SANTUTXU",33,"4 - BEGOÑA","SANTUTXU",15,48004,507007.81,4789052.56
"CALLE","SANTUTXU",34,"4 - BEGOÑA","SANTUTXU",21,48004,506993.35,4789035.94
"CALLE","SANTUTXU",35,"4 - BEGOÑA","SANTUTXU",15,48004,507014.82,4789039.66
"CALLE","SANTUTXU",36,"4 - BEGOÑA","SANTUTXU",21,48004,507000.08,4789021.27
"CALLE","SANTUTXU",37,"4 - BEGOÑA","SANTUTXU",22,48004,507033.06,4789005.58
"CALLE","SANTUTXU",38,"4 - BEGOÑA","SANTUTXU",21,48004,506985.26,4789003.77
"CALLE","SANTUTXU",39,"4 - BEGOÑA","SANTUTXU",22,48004,507040.9,4788991.06
"CALLE","SANTUTXU",40,"4 - BEGOÑA","SANTUTXU",21,48004,506951.69,4788957.16
"CALLE","SANTUTXU",41,"4 - BEGOÑA","SANTUTXU",29,48004,507061.96,4788940.15
"CALLE","SANTUTXU",41,"4 - BEGOÑA","SANTUTXU",27,48004,507040.9,4788905.14
"CALLE","SANTUTXU",42,"4 - BEGOÑA","SANTUTXU",21,48004,506981.45,4788971.51
"CALLE","SANTUTXU",43,"4 - BEGOÑA","SANTUTXU",27,48004,507029.23,4788895.32
"CALLE","SANTUTXU",44,"4 - BEGOÑA","SANTUTXU",21,48004,506997.25,4788979.11
"CALLE","SANTUTXU",45,"4 - BEGOÑA","SANTUTXU",27,48004,507017.09,4788885.9
"CALLE","SANTUTXU",46,"4 - BEGOÑA","SANTUTXU",21,48004,507002.04,4788999.15
"CALLE","SANTUTXU",47,"4 - BEGOÑA","SANTUTXU",27,48004,507005.3,4788876.27
"CALLE","SANTUTXU",48,"4 - BEGOÑA","SANTUTXU",21,48004,507023.9,4788980.51
"CALLE","SANTUTXU",49,"4 - BEGOÑA","SANTUTXU",27,48004,506993.59,4788866.73
"CALLE","SANTUTXU",51,"4 - BEGOÑA","SANTUTXU",27,48004,506984.73,4788856.38
"CALLE","SANTUTXU",53,"4 - BEGOÑA","SANTUTXU",27,48004,506970.24,4788847.22
"CALLE","SANTUTXU",55,"4 - BEGOÑA","SANTUTXU",27,48004,506959.75,4788844.52
"CALLE","SANTUTXU",57,"4 - BEGOÑA","SANTUTXU",27,48004,506945.98,4788838.22
"CALLE","SANTUTXU",59,"4 - BEGOÑA","SANTUTXU",27,48004,506932.35,4788832.1
"CALLE","SANTUTXU",61,"4 - BEGOÑA","SANTUTXU",27,48004,506917.92,4788828.13
"CALLE","SANTUTXU",61,"4 - BEGOÑA","SANTUTXU",27,48004,506899.85,4788818.45
"CALLE","SANTUTXU",63,"4 - BEGOÑA","SANTUTXU",27,48004,506898.15,4788805.84
"CALLE","SANTUTXU",66,"4 - BEGOÑA","SANTUTXU",26,48004,506947.64,4788852.39
"CALLE","SANTUTXU",67,"4 - BEGOÑA","SANTUTXU",35,48006,506812.29,4788826
"CALLE","SANTUTXU",67,"4 - BEGOÑA","SANTUTXU",35,48006,506801.99,4788832.53
"CALLE","SANTUTXU",68,"4 - BEGOÑA","SANTUTXU",26,48004,506928.45,4788843.51
"CALLE","SANTUTXU",69,"4 - BEGOÑA","SANTUTXU",35,48006,506784.56,4788839.88
"CALLE","SANTUTXU",69,"4 - BEGOÑA","SANTUTXU",35,48006,506766.65,4788846.08
"CALLE","SANTUTXU",70,"4 - BEGOÑA","SANTUTXU",26,48004,506913.16,4788839.31
"CALLE","SANTUTXU",71,"4 - BEGOÑA","SANTUTXU",35,48006,506754.81,4788850.71
"CALLE","SANTUTXU",72,"4 - BEGOÑA","SANTUTXU",26,48004,506895.47,4788835.84
"CALLE","SANTUTXU",73,"4 - BEGOÑA","SANTUTXU",35,48006,506740.16,4788858.2
"CALLE","SANTUTXU",74,"4 - BEGOÑA","SANTUTXU",26,48004,506879.22,4788832.56
"CALLE","SANTUTXU",75,"4 - BEGOÑA","SANTUTXU",35,48006,506727.02,4788864.18
"CALLE","SANTUTXU",76,"4 - BEGOÑA","SANTUTXU",26,48006,506857.38,4788831.95
"CALLE","SANTUTXU",77,"4 - BEGOÑA","SANTUTXU",35,48006,506705.92,4788868.61
"CALLE","SANTUTXU",78,"4 - BEGOÑA","SANTUTXU",26,48006,506812.05,4788841.57
"CALLE","SANTUTXU",79,"4 - BEGOÑA","SANTUTXU",35,48006,506685.4,4788877.42
"CALLE","SANTUTXU",80,"4 - BEGOÑA","SANTUTXU",26,48006,506795.02,4788848.08
"CALLE","SANTUTXU",81,"4 - BEGOÑA","SANTUTXU",35,48006,506664.74,4788886.62
"CALLE","SANTUTXU",82,"4 - BEGOÑA","SANTUTXU",26,48006,506773.9,4788855.88
"CALLE","SANTUTXU",83,"4 - BEGOÑA","SANTUTXU",35,48006,506643.43,4788894.41
"CALLE","SANTUTXU",84,"4 - BEGOÑA","SANTUTXU",26,48006,506755.89,4788862.46
"CALLE","SANTUTXU",85,"4 - BEGOÑA","SANTUTXU",35,48006,506622.53,4788903.19
"CALLE","SANTUTXU",86,"4 - BEGOÑA","SANTUTXU",26,48006,506747.28,4788866.58
"CALLE","SANTUTXU",88,"4 - BEGOÑA","SANTUTXU",26,48006,506740.1,4788870.19
"CALLE","SANTUTXU",90,"4 - BEGOÑA","SANTUTXU",26,48006,506732.76,4788874.21
"CALLE","SANTUTXU",92,"4 - BEGOÑA","SANTUTXU",26,48006,506726.83,4788881.55
"CALLE","SANTUTXU",94,"5 - IBAIONDO","ATXURI",17,48006,506681.69,4788913.95
"CALLE","SANTUTXU",96,"5 - IBAIONDO","ATXURI",17,48006,506671.4,4788919.78
"CALLE","SANTUTXU",98,"5 - IBAIONDO","ATXURI",17,48006,506657.5,4788926.9
"CALLE","SANTUTXU",100,"5 - IBAIONDO","ATXURI",17,48006,506643.95,4788934.24
"PLAZA","SARALEGI",2,"5 - IBAIONDO","BILBAO LA VIEJA",30,48003,506212.23,4789161.98
"PLAZA","SARALEGI",3,"5 - IBAIONDO","BILBAO LA VIEJA",30,48003,506195.4,4789151.11
"PLAZA","SARALEGI",4,"5 - IBAIONDO","BILBAO LA VIEJA",30,48003,506169.26,4789149.29
"PLAZA","SARALEGI",5,"5 - IBAIONDO","BILBAO LA VIEJA",30,48003,506142.68,4789160.46
"PLAZA","SARALEGI",6,"5 - IBAIONDO","BILBAO LA VIEJA",30,48003,506124.95,4789182.37
"PLAZA","SARALEGI",7,"5 - IBAIONDO","BILBAO LA VIEJA",30,48003,506121.13,4789203.64
"PLAZA","SARALEGI",8,"5 - IBAIONDO","BILBAO LA VIEJA",30,48003,506139.34,4789246.1
"CALLE","SARASATE MUSICO",1,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,504017.6,4790897.88
"CALLE","SARASATE MUSICO",2,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,504014.36,4790925.66
"CALLE","SARASATE MUSICO",3,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503996,4790901.99
"CALLE","SARASATE MUSICO",4,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503971.08,4790934.63
"CALLE","SARASATE MUSICO",5,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503952.89,4790910.58
"CALLE","SARASATE MUSICO",6,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503917.81,4790939.79
"CALLE","SARASATE MUSICO",7,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503948.4,4790888.22
"CALLE","SARASATE MUSICO",9,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503899.81,4790894.84
"CALLE","SARASATE MUSICO",11,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503902.73,4790909.28
"CALLE","SARASATE MUSICO",13,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503906.09,4790925.89
"CAMINO","SARATXEBIDEA",15,"2 - URIBARRI","DISEMINADO",1,48015,507564.1,4791347.14
"CAMINO","SARATXEBIDEA",29,"2 - URIBARRI","DISEMINADO",1,48015,507468,4791446.56
"CAMINO","SARATXEBIDEA",30,"2 - URIBARRI","DISEMINADO",1,48015,507538.58,4791615.48
"CAMINO","SARATXEBIDEA",35,"2 - URIBARRI","DISEMINADO",1,48015,507502.28,4791678.38
"CAMINO","SARATXEBIDEA",40,"2 - URIBARRI","DISEMINADO",1,48015,507509,4791803.76
"CAMINO","SARATXEBIDEA",49,"2 - URIBARRI","DISEMINADO",1,48015,507500.83,4791859.71
"CAMINO","SARATXEBIDEA",50,"2 - URIBARRI","DISEMINADO",1,48015,507564.49,4791897.87
"CAMINO","SARATXEBIDEA",51,"2 - URIBARRI","DISEMINADO",1,48015,507585.86,4792056.94
"CAMINO","SARATXEBIDEA",53,"2 - URIBARRI","DISEMINADO",1,48015,507428.79,4792011.47
"CAMINO","SARATXEBIDEA",53,"2 - URIBARRI","DISEMINADO",1,48015,507449.97,4792019.89
"CAMINO","SARATXEBIDEA",55,"2 - URIBARRI","DISEMINADO",1,48015,507335.81,4792096.24
"CAMINO","SARATXEBIDEA",126,"2 - URIBARRI","DISEMINADO",1,48015,507659.51,4792192.83
"CAMINO","SARATXEBIDEA",128,"2 - URIBARRI","DISEMINADO",1,48015,507678.71,4792232.77
"PLAZA","SARRIKOALDE",1,"1 - DEUSTU","IBARREKOLANDA",23,48015,503662.46,4791401.99
"PLAZA","SARRIKOALDE",2,"1 - DEUSTU","IBARREKOLANDA",23,48015,503639.24,4791411.32
"PLAZA","SARRIKOALDE",3,"1 - DEUSTU","IBARREKOLANDA",23,48015,503627.16,4791418.93
"PLAZA","SARRIKOALDE",4,"1 - DEUSTU","IBARREKOLANDA",23,48015,503632.41,4791429.85
"PLAZA","SARRIKOALDE",5,"1 - DEUSTU","IBARREKOLANDA",23,48015,503645.24,4791457.18
"PLAZA","SARRIKOALDE",6,"1 - DEUSTU","IBARREKOLANDA",23,48015,503656.75,4791466.69
"PLAZA","SARRIKOALDE",7,"1 - DEUSTU","IBARREKOLANDA",23,48015,503670.83,4791460.08
"PLAZA","SARRIKOALDE",8,"1 - DEUSTU","IBARREKOLANDA",23,48015,503688.75,4791451.65
"PLAZA","SARRIKOALDE",9,"1 - DEUSTU","IBARREKOLANDA",23,48015,503701.39,4791441.22
"PLAZA","SARRIKOALDE",10,"1 - DEUSTU","IBARREKOLANDA",23,48015,503697.38,4791432.65
"PLAZA","SARRIKOALDE",11,"1 - DEUSTU","IBARREKOLANDA",23,48015,503685.6,4791409.76
"BARRIADA","SARRIKUE",1,"2 - URIBARRI","ARABELLA",14,48007,507343.33,4790207.22
"BARRIADA","SARRIKUE",2,"2 - URIBARRI","ARABELLA",14,48007,507359.13,4790188.41
"BARRIADA","SARRIKUE",3,"2 - URIBARRI","ARABELLA",14,48007,507376.69,4790174.1
"BARRIADA","SARRIKUE",4,"2 - URIBARRI","ARABELLA",14,48007,507360.48,4790221.31
"BARRIADA","SARRIKUE",5,"2 - URIBARRI","ARABELLA",14,48007,507387.52,4790193.6
"BARRIADA","SARRIKUE",6,"2 - URIBARRI","ARABELLA",14,48007,507373.74,4790238.69
"BARRIADA","SARRIKUE",7,"2 - URIBARRI","ARABELLA",14,48007,507398.26,4790212.66
"BARRIADA","SARRIKUE",8,"2 - URIBARRI","ARABELLA",14,48007,507413.82,4790200.67
"BARRIADA","SARRIKUE",9,"2 - URIBARRI","ARABELLA",14,48007,507388.43,4790255.17
"BARRIADA","SARRIKUE",10,"2 - URIBARRI","ARABELLA",14,48007,507412.66,4790229.72
"BARRIADA","SARRIKUE",11,"2 - URIBARRI","ARABELLA",14,48007,507430.11,4790215.7
"BARRIADA","SARRIKUE",12,"2 - URIBARRI","ARABELLA",14,48007,507394.96,4790265.11
"BARRIADA","SARRIKUE",13,"2 - URIBARRI","ARABELLA",14,48007,507410.35,4790252.73
"BARRIADA","SARRIKUE",14,"2 - URIBARRI","ARABELLA",14,48007,507421.84,4790237.56
"BARRIADA","SARRIKUE",15,"2 - URIBARRI","ARABELLA",14,48007,507469.23,4790217.18
"CALLE","SATURRARAN",1,"1 - DEUSTU","SAN IGNACIO",13,48015,503423.78,4791970.49
"CAMINO","SEBERETXEBIDEA",11,"5 - IBAIONDO","DISEMINADO",40,48003,506652.64,4786002.3
"CAMINO","SEBERETXEBIDEA",13,"5 - IBAIONDO","DISEMINADO",40,48003,506668.18,4785990.22
"CAMINO","SEBERETXEBIDEA",22,"5 - IBAIONDO","DISEMINADO",40,48003,506531.21,4786153.98
"CAMINO","SEBERETXEBIDEA",28,"5 - IBAIONDO","DISEMINADO",40,48003,506465.18,4786069.77
"CAMINO","SEBERETXEBIDEA",36,"5 - IBAIONDO","DISEMINADO",40,48003,506603.44,4786017.69
"CAMINO","SEBERETXEBIDEA",38,"5 - IBAIONDO","DISEMINADO",40,48003,506643.86,4785988.49
"CAMINO","SEBERETXEBIDEA",40,"5 - IBAIONDO","DISEMINADO",40,48003,506630.95,4785999.2
"CAMINO","SEBERETXEBIDEA",53,"5 - IBAIONDO","DISEMINADO",40,48003,506874.22,4786547.66
"CAMINO","SEBERETXEBIDEA",57,"5 - IBAIONDO","DISEMINADO",40,48003,506797.31,4786349.67
"CAMINO","SEBERETXEBIDEA",107,"5 - IBAIONDO","DISEMINADO",40,48003,506758.74,4785965.96
"CAMINO","SEBERETXEBIDEA",108,"5 - IBAIONDO","DISEMINADO",40,48003,506733.16,4785985.27
"CAMINO","SEBERETXEBIDEA",109,"5 - IBAIONDO","DISEMINADO",40,48003,506744.35,4785979.72
"CAMINO","SEBERETXEBIDEA",110,"5 - IBAIONDO","DISEMINADO",40,48003,506723.99,4785972.97
"CALLE","SENDEJA",1,"5 - IBAIONDO","CASCO VIEJO",1,48007,506379.75,4790160.44
"CALLE","SENDEJA",2,"5 - IBAIONDO","CASCO VIEJO",1,48007,506377.62,4790170.46
"CALLE","SENDEJA",3,"5 - IBAIONDO","CASCO VIEJO",1,48007,506374.15,4790182.58
"CALLE","SENDEJA",4,"5 - IBAIONDO","CASCO VIEJO",1,48007,506372.36,4790189.7
"CALLE","SENDEJA",5,"5 - IBAIONDO","CASCO VIEJO",1,48007,506366.98,4790211.69
"CALLE","SENDEJA",6,"5 - IBAIONDO","CASCO VIEJO",1,48007,506361.65,4790233.2
"CALLE","SENDEJA",7,"5 - IBAIONDO","CASCO VIEJO",1,48007,506357.11,4790251.75
"CALLE","SENDEJA",8,"5 - IBAIONDO","CASCO VIEJO",1,48007,506364.04,4790257.94
"CALLE","SENDEJA",9,"5 - IBAIONDO","CASCO VIEJO",1,48007,506362.72,4790274.35
"CALLE","SERANTES",1,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504439.52,4788804.36
"CALLE","SERANTES",3,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504456.78,4788801.93
"CALLE","SERANTES",5,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504472.54,4788799.64
"CALLE","SERANTES",7,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504489.59,4788797.2
"CALLE","SERRATE FELIPE",1,"8 - BASURTU-ZORROTZA","BASURTU",16,48013,504463.71,4790320.16
"CALLE","SERRATE FELIPE",2,"8 - BASURTU-ZORROTZA","BASURTU",16,48013,504389.67,4790406.72
"CALLE","SERRATE FELIPE",3,"8 - BASURTU-ZORROTZA","BASURTU",16,48013,504444.52,4790325.87
"CALLE","SERRATE FELIPE",5,"8 - BASURTU-ZORROTZA","BASURTU",16,48013,504359.57,4790353.83
"MUELLE","SIERVAS DE JESUS",1,"5 - IBAIONDO","SAN FRANCISCO",19,48003,506137.23,4789920.95
"CALLE","SOLLUBE",1,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504436.29,4788772.79
"CALLE","SOLLUBE",2,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504448.65,4788759.08
"CALLE","SOLLUBE",3,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504450.51,4788770.73
"CALLE","SOLLUBE",4,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504465.22,4788756.76
"CALLE","SOLLUBE",5,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504469.31,4788767.97
"CALLE","SOLLUBE",7,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504484.17,4788765.77
"CALLE","SOLOKOETXE",1,"5 - IBAIONDO","SOLOKOETXE",9,48006,506447.7,4789467.23
"CALLE","SOLOKOETXE",2,"5 - IBAIONDO","SOLOKOETXE",13,48006,506453.04,4789462.77
"CALLE","SOLOKOETXE",3,"5 - IBAIONDO","SOLOKOETXE",9,48006,506454.48,4789474.24
"CALLE","SOLOKOETXE",4,"5 - IBAIONDO","SOLOKOETXE",13,48006,506465.1,4789475.12
"CALLE","SOLOKOETXE",5,"5 - IBAIONDO","SOLOKOETXE",9,48006,506457.55,4789477.33
"CALLE","SOLOKOETXE",6,"5 - IBAIONDO","SOLOKOETXE",13,48006,506485.35,4789488.83
"CALLE","SOLOKOETXE",7,"5 - IBAIONDO","SOLOKOETXE",9,48006,506467.14,4789487.18
"CALLE","SOLOKOETXE",8,"5 - IBAIONDO","SOLOKOETXE",13,48006,506498.11,4789502.22
"CALLE","SOLOKOETXE",9,"5 - IBAIONDO","SOLOKOETXE",9,48006,506476.06,4789496.48
"CALLE","SOLOKOETXE",10,"5 - IBAIONDO","SOLOKOETXE",13,48006,506527.59,4789539.37
"CALLE","SOLOKOETXE",11,"5 - IBAIONDO","SOLOKOETXE",9,48006,506485.71,4789506.41
"CALLE","SOLOKOETXE",13,"5 - IBAIONDO","SOLOKOETXE",9,48006,506495.35,4789516.35
"CALLE","SOLOKOETXE",15,"5 - IBAIONDO","SOLOKOETXE",9,48006,506506.29,4789530.63
"CALLE","SOLOKOETXE",17,"5 - IBAIONDO","SOLOKOETXE",9,48006,506551.53,4789580.36
"ESCALINATAS","SOLOKOETXE DE",3,"5 - IBAIONDO","SOLOKOETXE",9,48006,506493.6,4789607.42
"CALLE","SOMBRERERIA",1,"5 - IBAIONDO","CASCO VIEJO",1,48005,506326.1,4789740.88
"CALLE","SOMBRERERIA",2,"5 - IBAIONDO","CASCO VIEJO",7,48005,506336.74,4789733.44
"CALLE","SOMBRERERIA",3,"5 - IBAIONDO","CASCO VIEJO",1,48005,506338.81,4789738.75
"CALLE","SOMBRERERIA",4,"5 - IBAIONDO","CASCO VIEJO",7,48005,506341.55,4789732.69
"CALLE","SOMBRERERIA",6,"5 - IBAIONDO","CASCO VIEJO",7,48005,506352.31,4789730.72
"CALLE","SOMBRERERIA",8,"5 - IBAIONDO","CASCO VIEJO",7,48005,506359.3,4789729.76
"CALLE","SOMBRERERIA",10,"5 - IBAIONDO","CASCO VIEJO",7,48005,506375.24,4789727.21
"CALLE","SOMBRERERIA",12,"5 - IBAIONDO","CASCO VIEJO",7,48005,506389.12,4789724.85
"CALLE","SOMBRERERIA",14,"5 - IBAIONDO","CASCO VIEJO",7,48005,506401.54,4789722.87
"CALLE","SOMBRERERIA",16,"5 - IBAIONDO","CASCO VIEJO",7,48005,506406.8,4789722.09
"CALLE","SOMERA",1,"5 - IBAIONDO","CASCO VIEJO",8,48005,506334.53,4789412.71
"CALLE","SOMERA",2,"5 - IBAIONDO","CASCO VIEJO",8,48005,506348.68,4789432
"CALLE","SOMERA",3,"5 - IBAIONDO","CASCO VIEJO",8,48005,506337.26,4789419.12
"CALLE","SOMERA",4,"5 - IBAIONDO","CASCO VIEJO",8,48005,506353.09,4789442.71
"CALLE","SOMERA",5,"5 - IBAIONDO","CASCO VIEJO",8,48005,506342.16,4789430.47
"CALLE","SOMERA",6,"5 - IBAIONDO","CASCO VIEJO",8,48005,506358.11,4789455.61
"CALLE","SOMERA",7,"5 - IBAIONDO","CASCO VIEJO",8,48005,506345.63,4789439.12
"CALLE","SOMERA",8,"5 - IBAIONDO","CASCO VIEJO",8,48005,506368.61,4789482.95
"CALLE","SOMERA",10,"5 - IBAIONDO","CASCO VIEJO",8,48005,506374.02,4789496.86
"CALLE","SOMERA",11,"5 - IBAIONDO","CASCO VIEJO",8,48005,506347.26,4789443.33
"CALLE","SOMERA",12,"5 - IBAIONDO","CASCO VIEJO",8,48005,506378.4,4789508.37
"CALLE","SOMERA",13,"5 - IBAIONDO","CASCO VIEJO",8,48005,506349.61,4789449.44
"CALLE","SOMERA",14,"5 - IBAIONDO","CASCO VIEJO",8,48005,506380.22,4789513.33
"CALLE","SOMERA",15,"5 - IBAIONDO","CASCO VIEJO",8,48005,506347.52,4789466.36
"CALLE","SOMERA",16,"5 - IBAIONDO","CASCO VIEJO",8,48005,506383.43,4789521.96
"CALLE","SOMERA",17,"5 - IBAIONDO","CASCO VIEJO",8,48005,506359.16,4789474.44
"CALLE","SOMERA",18,"5 - IBAIONDO","CASCO VIEJO",8,48005,506392.86,4789547.49
"CALLE","SOMERA",19,"5 - IBAIONDO","CASCO VIEJO",8,48005,506364.08,4789486.73
"CALLE","SOMERA",20,"5 - IBAIONDO","CASCO VIEJO",8,48005,506394.88,4789553.61
"CALLE","SOMERA",21,"5 - IBAIONDO","CASCO VIEJO",8,48005,506366.97,4789494.29
"CALLE","SOMERA",23,"5 - IBAIONDO","CASCO VIEJO",8,48005,506367.75,4789496.18
"CALLE","SOMERA",25,"5 - IBAIONDO","CASCO VIEJO",8,48005,506370.61,4789503.62
"CALLE","SOMERA",27,"5 - IBAIONDO","CASCO VIEJO",8,48005,506372.72,4789509.42
"CALLE","SOMERA",29,"5 - IBAIONDO","CASCO VIEJO",8,48005,506373.37,4789510.84
"CALLE","SOMERA",31,"5 - IBAIONDO","CASCO VIEJO",8,48005,506376.06,4789517.89
"CALLE","SOMERA",33,"5 - IBAIONDO","CASCO VIEJO",8,48005,506378.08,4789523.37
"CALLE","SOMERA",35,"5 - IBAIONDO","CASCO VIEJO",8,48005,506369.34,4789538.51
"CALLE","SOMERA",37,"5 - IBAIONDO","CASCO VIEJO",8,48005,506386.22,4789545.52
"CALLE","SOMERA",39,"5 - IBAIONDO","CASCO VIEJO",8,48005,506393.38,4789565.8
"CALLE","SOMERA",41,"5 - IBAIONDO","CASCO VIEJO",8,48005,506396.46,4789575.35
"CALLE","SOMERA",43,"5 - IBAIONDO","CASCO VIEJO",8,48005,506398.56,4789582.34
"CALLE","SOMERA",45,"5 - IBAIONDO","CASCO VIEJO",8,48005,506392.67,4789611.23
"PLAZA","SOMOSIERRA ALTO",1,"7 - ERREKALDE","IRALABARRI",22,48012,505268.19,4789100.74
"PLAZA","SOMOSIERRA ALTO",2,"7 - ERREKALDE","IRALABARRI",22,48012,505260.3,4789113.14
"PLAZA","SOMOSIERRA ALTO",3,"7 - ERREKALDE","IRALABARRI",22,48012,505247.77,4789121.44
"PLAZA","SOMOSIERRA ALTO",4,"7 - ERREKALDE","IRALABARRI",22,48012,505240.92,4789122.26
"PLAZA","SOMOSIERRA ALTO",5,"7 - ERREKALDE","IRALABARRI",22,48012,505243.58,4789106.38
"PLAZA","SOMOSIERRA ALTO",6,"7 - ERREKALDE","IRALABARRI",22,48012,505246.17,4789090.61
"PLAZA","SOMOSIERRA ALTO",7,"7 - ERREKALDE","IRALABARRI",22,48012,505249.85,4789073.03
"PLAZA","SOMOSIERRA ALTO",8,"7 - ERREKALDE","IRALABARRI",22,48012,505263.48,4789072.14
"PLAZA","SOMOSIERRA ALTO",9,"7 - ERREKALDE","IRALABARRI",22,48012,505278.77,4789069.6
"PLAZA","SOMOSIERRA ALTO",10,"7 - ERREKALDE","IRALABARRI",22,48012,505276.02,4789082.77
"CALLE","SORKUNDE",1,"5 - IBAIONDO","SOLOKOETXE",13,48006,506495.86,4789466.4
"CALLE","SORKUNDE",2,"5 - IBAIONDO","SOLOKOETXE",13,48006,506483.76,4789469.04
"CALLE","SORKUNDE",3,"5 - IBAIONDO","SOLOKOETXE",14,48006,506546.07,4789407.95
"CALLE","SORKUNDE",4,"5 - IBAIONDO","SOLOKOETXE",13,48006,506491.3,4789458.91
"CALLE","SORKUNDE",6,"5 - IBAIONDO","SOLOKOETXE",13,48006,506489.31,4789444.66
"CALLE","SORKUNDE",8,"5 - IBAIONDO","SOLOKOETXE",13,48006,506508.04,4789434.44
"CALLE","SORKUNDE",12,"5 - IBAIONDO","SOLOKOETXE",13,48006,506534.77,4789399.76
"CALLE","SORKUNDE",14,"5 - IBAIONDO","SOLOKOETXE",13,48006,506544.75,4789391.89
"CALLE","SORKUNDE",16,"5 - IBAIONDO","SOLOKOETXE",13,48006,506555.78,4789386.16
"CALLE","SORKUNDE",18,"5 - IBAIONDO","SOLOKOETXE",13,48006,506572.38,4789380.84
"MUELLE","SOTA RAMON DE LA",1,"6 - ABANDO","INDAUTXU",1,48011,504472.39,4790593.35
"CALLE","STEER GEORGE",1,"5 - IBAIONDO","ATXURI",15,48006,506605.13,4789295.5
"CALLE","STEER GEORGE",2,"5 - IBAIONDO","ATXURI",15,48006,506584.22,4789290.23
"CALLE","STEER GEORGE",3,"5 - IBAIONDO","ATXURI",15,48006,506610.13,4789266.94
"CALLE","STEER GEORGE",4,"5 - IBAIONDO","ATXURI",15,48006,506588.76,4789273.6
"CALLE","STEER GEORGE",5,"5 - IBAIONDO","ATXURI",15,48006,506613.52,4789250.73
"CALLE","STEER GEORGE",6,"5 - IBAIONDO","ATXURI",15,48006,506592.73,4789255.75
"CALLE","STEER GEORGE",7,"5 - IBAIONDO","ATXURI",15,48006,506620.9,4789231.8
"CALLE","STEER GEORGE",8,"5 - IBAIONDO","ATXURI",15,48006,506595.64,4789239.44
"CALLE","STEER GEORGE",9,"5 - IBAIONDO","ATXURI",15,48006,506634.09,4789249.75
"CALLE","STEER GEORGE",10,"5 - IBAIONDO","ATXURI",16,48006,506674.08,4789278.49
"CALLE","STEER GEORGE",13,"5 - IBAIONDO","ATXURI",15,48006,506646.4,4789271.84
"CALLE","STEER GEORGE",15,"5 - IBAIONDO","ATXURI",15,48006,506656.92,4789290.5
"CALLE","TELLAETXE PINTOR",1,"1 - DEUSTU","SAN IGNACIO",13,48015,503500.3,4791890.64
"CALLE","TELLAETXE PINTOR",2,"1 - DEUSTU","SAN IGNACIO",13,48015,503510.97,4791896.32
"CALLE","TELLAETXE PINTOR",3,"1 - DEUSTU","SAN IGNACIO",13,48015,503493.62,4791906.95
"CALLE","TELLAETXE PINTOR",4,"1 - DEUSTU","SAN IGNACIO",13,48015,503504.24,4791912.83
"CALLE","TELLAETXE PINTOR",5,"1 - DEUSTU","SAN IGNACIO",13,48015,503486.85,4791923.59
"CALLE","TELLAETXE PINTOR",6,"1 - DEUSTU","SAN IGNACIO",13,48015,503498.48,4791926.92
"CALLE","TELLAETXE PINTOR",7,"1 - DEUSTU","SAN IGNACIO",13,48015,503480.02,4791940.19
"CALLE","TELLAETXE PINTOR",8,"1 - DEUSTU","SAN IGNACIO",13,48015,503491.61,4791943.63
"CALLE","TELLAETXE PINTOR",9,"1 - DEUSTU","SAN IGNACIO",13,48015,503468.17,4791970.57
"CALLE","TELLAETXE PINTOR",10,"1 - DEUSTU","SAN IGNACIO",13,48015,503453.33,4792036.87
"CALLE","TELLAETXE PINTOR",11,"1 - DEUSTU","SAN IGNACIO",13,48015,503461.94,4791986.03
