"Type","Direccion","Num","Distrito","Barrio","Seccion","CP","UTMX","UTMY"
"CALLE","ITURRIAGA",69,"4 - BEGOÑA","SANTUTXU",17,48004,507314.43,4789211.69
"CALLE","ITURRIAGA",71,"4 - BEGOÑA","SANTUTXU",17,48004,507310.45,4789229.89
"CALLE","ITURRIAGA",76,"4 - BEGOÑA","SANTUTXU",24,48004,507370.02,4789039.39
"CALLE","ITURRIAGA",78,"4 - BEGOÑA","SANTUTXU",19,48004,507374.48,4789084.43
"CALLE","ITURRIAGA",80,"4 - BEGOÑA","SANTUTXU",19,48004,507388.59,4789113.48
"CALLE","ITURRIAGA",82,"4 - BEGOÑA","SANTUTXU",19,48004,507388.83,4789125.43
"CALLE","ITURRIAGA",82,"4 - BEGOÑA","SANTUTXU",19,48004,507375.75,4789143.76
"CALLE","ITURRIAGA",92,"4 - BEGOÑA","SANTUTXU",18,48004,507364.39,4789185.29
"CALLE","ITURRIAGA",94,"4 - BEGOÑA","SANTUTXU",18,48004,507354.51,4789204.98
"CALLE","ITURRIAGA",96,"4 - BEGOÑA","SANTUTXU",18,48004,507345.91,4789219.55
"CALLE","ITURRIAGA",98,"4 - BEGOÑA","SANTUTXU",18,48004,507337.08,4789233
"CALLE","ITURRIAGA",100,"4 - BEGOÑA","SANTUTXU",18,48004,507325.34,4789248.56
"TRAVESIA","ITURRIAGA",1,"4 - BEGOÑA","SANTUTXU",19,48004,507392.22,4789065.71
"TRAVESIA","ITURRIAGA",3,"4 - BEGOÑA","SANTUTXU",19,48004,507412.24,4789070.05
"TRAVESIA","ITURRIAGA",5,"4 - BEGOÑA","SANTUTXU",19,48004,507429.14,4789074.54
"TRAVESIA","ITURRIAGA",6,"4 - BEGOÑA","SANTUTXU",24,48004,507466.32,4789072.19
"TRAVESIA","ITURRIAGA",7,"4 - BEGOÑA","SANTUTXU",19,48004,507444.66,4789078.8
"TRAVESIA","ITURRIAGA",8,"4 - BEGOÑA","SANTUTXU",24,48004,507484.96,4789075.74
"TRAVESIA","ITURRIAGA",9,"4 - BEGOÑA","SANTUTXU",19,48004,507460.95,4789083.19
"TRAVESIA","ITURRIAGA",11,"4 - BEGOÑA","SANTUTXU",19,48004,507478.69,4789086.62
"CALLE","ITURRIBARRIA",1,"8 - BASURTU-ZORROTZA","BASURTU",23,48002,504121.44,4789638.46
"CALLE","ITURRIBARRIA",2,"8 - BASURTU-ZORROTZA","BASURTU",21,48002,504110.56,4789650.93
"CALLE","ITURRIBARRIA",3,"8 - BASURTU-ZORROTZA","BASURTU",23,48002,504103.11,4789633.09
"CALLE","ITURRIBARRIA",4,"8 - BASURTU-ZORROTZA","BASURTU",21,48002,504093.09,4789645.79
"CALLE","ITURRIBARRIA",5,"8 - BASURTU-ZORROTZA","BASURTU",23,48002,504084.86,4789627.7
"CALLE","ITURRIBARRIA",6,"8 - BASURTU-ZORROTZA","BASURTU",21,48002,504083.92,4789642.95
"CALLE","ITURRIBIDE",2,"5 - IBAIONDO","ITURRALDE",9,48006,506489.81,4789684.05
"CALLE","ITURRIBIDE",3,"5 - IBAIONDO","ITURRALDE",4,48006,506563.03,4789694.55
"CALLE","ITURRIBIDE",4,"5 - IBAIONDO","ITURRALDE",9,48006,506495.57,4789669.79
"CALLE","ITURRIBIDE",5,"5 - IBAIONDO","ITURRALDE",4,48006,506592.11,4789690.57
"CALLE","ITURRIBIDE",6,"5 - IBAIONDO","ITURRALDE",9,48006,506508.92,4789689.97
"CALLE","ITURRIBIDE",7,"5 - IBAIONDO","ITURRALDE",4,48006,506606.61,4789688.3
"CALLE","ITURRIBIDE",8,"5 - IBAIONDO","ITURRALDE",9,48006,506518.02,4789690.97
"CALLE","ITURRIBIDE",9,"5 - IBAIONDO","ITURRALDE",4,48006,506621.19,4789685.49
"CALLE","ITURRIBIDE",10,"5 - IBAIONDO","ITURRALDE",9,48006,506527.7,4789691.02
"CALLE","ITURRIBIDE",11,"5 - IBAIONDO","ITURRALDE",4,48006,506628.83,4789683.96
"CALLE","ITURRIBIDE",12,"5 - IBAIONDO","ITURRALDE",9,48006,506542.11,4789690.1
"CALLE","ITURRIBIDE",13,"5 - IBAIONDO","ITURRALDE",4,48006,506638.51,4789681.44
"CALLE","ITURRIBIDE",13,"5 - IBAIONDO","ITURRALDE",4,48006,506649.04,4789696.4
"CALLE","ITURRIBIDE",14,"5 - IBAIONDO","ITURRALDE",9,48006,506553.95,4789689.2
"CALLE","ITURRIBIDE",15,"5 - IBAIONDO","ITURRALDE",4,48006,506653.69,4789698.3
"CALLE","ITURRIBIDE",16,"5 - IBAIONDO","ITURRALDE",9,48006,506565.13,4789688.32
"CALLE","ITURRIBIDE",17,"5 - IBAIONDO","ITURRALDE",4,48006,506654.6,4789680.65
"CALLE","ITURRIBIDE",18,"5 - IBAIONDO","ITURRALDE",9,48006,506574.9,4789687.25
"CALLE","ITURRIBIDE",19,"5 - IBAIONDO","ITURRALDE",4,48006,506657.63,4789681.67
"CALLE","ITURRIBIDE",20,"5 - IBAIONDO","ITURRALDE",9,48006,506586.8,4789685.57
"CALLE","ITURRIBIDE",21,"5 - IBAIONDO","ITURRALDE",4,48006,506671.65,4789685.61
"CALLE","ITURRIBIDE",22,"5 - IBAIONDO","ITURRALDE",9,48006,506602.35,4789682.65
"CALLE","ITURRIBIDE",23,"5 - IBAIONDO","ITURRALDE",4,48006,506679.92,4789682.22
"CALLE","ITURRIBIDE",24,"5 - IBAIONDO","ITURRALDE",9,48006,506622.06,4789679.12
"CALLE","ITURRIBIDE",25,"5 - IBAIONDO","ITURRALDE",4,48006,506686.61,4789676.83
"CALLE","ITURRIBIDE",26,"5 - IBAIONDO","ITURRALDE",9,48006,506637.06,4789676.5
"CALLE","ITURRIBIDE",27,"5 - IBAIONDO","ITURRALDE",4,48006,506696.09,4789674.73
"CALLE","ITURRIBIDE",28,"5 - IBAIONDO","ITURRALDE",9,48006,506654.36,4789673.4
"CALLE","ITURRIBIDE",29,"5 - IBAIONDO","ITURRALDE",4,48006,506704.41,4789681.99
"CALLE","ITURRIBIDE",30,"5 - IBAIONDO","ITURRALDE",9,48006,506659.75,4789677.58
"CALLE","ITURRIBIDE",31,"5 - IBAIONDO","ITURRALDE",4,48006,506699.85,4789671.66
"CALLE","ITURRIBIDE",32,"5 - IBAIONDO","ITURRALDE",9,48006,506669.51,4789680.65
"CALLE","ITURRIBIDE",33,"5 - IBAIONDO","ITURRALDE",4,48006,506711.37,4789662.82
"CALLE","ITURRIBIDE",34,"5 - IBAIONDO","ITURRALDE",9,48006,506678.14,4789677.92
"CALLE","ITURRIBIDE",35,"5 - IBAIONDO","ITURRALDE",4,48006,506721.52,4789656.58
"CALLE","ITURRIBIDE",36,"5 - IBAIONDO","ITURRALDE",9,48006,506663.69,4789660.26
"CALLE","ITURRIBIDE",37,"5 - IBAIONDO","ITURRALDE",4,48006,506732.7,4789649.3
"CALLE","ITURRIBIDE",38,"5 - IBAIONDO","ITURRALDE",9,48006,506658.77,4789642.53
"CALLE","ITURRIBIDE",39,"5 - IBAIONDO","ITURRALDE",4,48006,506744.16,4789640.28
"CALLE","ITURRIBIDE",40,"5 - IBAIONDO","ITURRALDE",9,48006,506682.87,4789674.34
"CALLE","ITURRIBIDE",41,"5 - IBAIONDO","ITURRALDE",4,48006,506755.09,4789631.75
"CALLE","ITURRIBIDE",42,"5 - IBAIONDO","ITURRALDE",9,48006,506691.93,4789667.3
"CALLE","ITURRIBIDE",44,"5 - IBAIONDO","ITURRALDE",9,48006,506701.5,4789657.96
"CALLE","ITURRIBIDE",46,"5 - IBAIONDO","ITURRALDE",10,48006,506727.78,4789640.54
"CALLE","ITURRIBIDE",48,"5 - IBAIONDO","ITURRALDE",10,48006,506735.86,4789634.19
"CALLE","ITURRIBIDE",49,"5 - IBAIONDO","ITURRALDE",4,48006,506800.61,4789593.87
"CALLE","ITURRIBIDE",50,"5 - IBAIONDO","ITURRALDE",10,48006,506746.75,4789625.63
"CALLE","ITURRIBIDE",51,"5 - IBAIONDO","ITURRALDE",4,48006,506814.99,4789580.99
"CALLE","ITURRIBIDE",52,"5 - IBAIONDO","ITURRALDE",10,48006,506758.91,4789613.77
"CALLE","ITURRIBIDE",53,"5 - IBAIONDO","ITURRALDE",4,48006,506826.96,4789570.75
"CALLE","ITURRIBIDE",54,"5 - IBAIONDO","ITURRALDE",11,48006,506765.11,4789579.44
"CALLE","ITURRIBIDE",56,"5 - IBAIONDO","ITURRALDE",11,48006,506763.79,4789572.69
"CALLE","ITURRIBIDE",58,"5 - IBAIONDO","ITURRALDE",11,48006,506756.23,4789579.4
"CALLE","ITURRIBIDE",59,"5 - IBAIONDO","ITURRALDE",4,48006,506874.18,4789536.78
"CALLE","ITURRIBIDE",60,"5 - IBAIONDO","ITURRALDE",11,48006,506771.62,4789605.31
"CALLE","ITURRIBIDE",61,"5 - IBAIONDO","ITURRALDE",4,48006,506885.55,4789528.22
"CALLE","ITURRIBIDE",62,"5 - IBAIONDO","ITURRALDE",11,48006,506781.17,4789596.98
"CALLE","ITURRIBIDE",63,"5 - IBAIONDO","ITURRALDE",4,48006,506909.21,4789523.63
"CALLE","ITURRIBIDE",64,"5 - IBAIONDO","ITURRALDE",11,48006,506791.38,4789588.17
"CALLE","ITURRIBIDE",65,"5 - IBAIONDO","ITURRALDE",4,48006,506932.73,4789493.38
"CALLE","ITURRIBIDE",66,"5 - IBAIONDO","ITURRALDE",11,48006,506806.42,4789575.51
"CALLE","ITURRIBIDE",67,"5 - IBAIONDO","ITURRALDE",4,48006,506945.22,4789486.66
"CALLE","ITURRIBIDE",68,"5 - IBAIONDO","ITURRALDE",11,48006,506830.05,4789553.45
"CALLE","ITURRIBIDE",69,"5 - IBAIONDO","ITURRALDE",4,48006,506958.58,4789476.41
"CALLE","ITURRIBIDE",70,"5 - IBAIONDO","ITURRALDE",11,48006,506842.1,4789544.75
"CALLE","ITURRIBIDE",71,"5 - IBAIONDO","ITURRALDE",4,48006,506967.04,4789470.89
"CALLE","ITURRIBIDE",72,"5 - IBAIONDO","ITURRALDE",11,48006,506854.38,4789536.38
"CALLE","ITURRIBIDE",73,"5 - IBAIONDO","ITURRALDE",4,48006,506980.56,4789460.84
"CALLE","ITURRIBIDE",74,"5 - IBAIONDO","ITURRALDE",11,48006,506873.45,4789522.54
"CALLE","ITURRIBIDE",75,"5 - IBAIONDO","ITURRALDE",4,48006,506995.5,4789450.18
"CALLE","ITURRIBIDE",76,"5 - IBAIONDO","ITURRALDE",11,48006,506882.64,4789515.7
"CALLE","ITURRIBIDE",77,"5 - IBAIONDO","ITURRALDE",4,48006,507000.34,4789446.35
"CALLE","ITURRIBIDE",78,"5 - IBAIONDO","ITURRALDE",11,48006,506892.81,4789508.38
"CALLE","ITURRIBIDE",79,"5 - IBAIONDO","ITURRALDE",4,48006,507010.38,4789431.88
"CALLE","ITURRIBIDE",80,"5 - IBAIONDO","SOLOKOETXE",12,48006,506929.57,4789481.24
"CALLE","ITURRIBIDE",81,"5 - IBAIONDO","ITURRALDE",4,48006,507011.68,4789421.34
"CALLE","ITURRIBIDE",82,"5 - IBAIONDO","SOLOKOETXE",12,48006,506941.59,4789472.34
"CALLE","ITURRIBIDE",84,"5 - IBAIONDO","SOLOKOETXE",12,48006,506954.29,4789462.9
"CALLE","ITURRIBIDE",85,"5 - IBAIONDO","ITURRALDE",4,48006,507014.54,4789403.46
"CALLE","ITURRIBIDE",86,"5 - IBAIONDO","SOLOKOETXE",12,48006,506965.73,4789454.41
"CALLE","ITURRIBIDE",87,"5 - IBAIONDO","ITURRALDE",4,48006,507017.71,4789384.06
"CALLE","ITURRIBIDE",88,"5 - IBAIONDO","SOLOKOETXE",12,48006,506981.63,4789442.77
"CALLE","ITURRIBIDE",89,"5 - IBAIONDO","ITURRALDE",4,48006,507017.22,4789381.03
"CALLE","ITURRIBIDE",90,"5 - IBAIONDO","SOLOKOETXE",12,48006,506994.97,4789432.98
"CALLE","ITURRIBIDE",91,"5 - IBAIONDO","ITURRALDE",4,48006,507020.48,4789357.93
"CALLE","ITURRIBIDE",92,"5 - IBAIONDO","SOLOKOETXE",12,48006,507000.63,4789414.41
"CALLE","ITURRIBIDE",93,"5 - IBAIONDO","ITURRALDE",4,48006,507022.64,4789337.43
"CALLE","ITURRIBIDE",94,"5 - IBAIONDO","SOLOKOETXE",12,48006,507000.48,4789398.58
"CALLE","ITURRIBIDE",95,"5 - IBAIONDO","SOLOKOETXE",12,48006,506989.45,4789350.71
"CALLE","ITURRIBIDE",96,"5 - IBAIONDO","SOLOKOETXE",12,48006,507004.44,4789386.95
"CALLE","ITURRIBIDE",97,"5 - IBAIONDO","SOLOKOETXE",12,48006,506972.17,4789355.67
"CALLE","ITURRIBIDE",98,"5 - IBAIONDO","SOLOKOETXE",12,48006,507007.12,4789364.77
"CALLE","ITURRIBIDE",99,"5 - IBAIONDO","SOLOKOETXE",12,48006,506953.38,4789361.13
"CALLE","ITURRIBIDE",100,"5 - IBAIONDO","SOLOKOETXE",12,48006,506982.99,4789364.99
"CALLE","ITURRIBIDE",101,"5 - IBAIONDO","SOLOKOETXE",12,48006,506939.3,4789365.24
"CALLE","ITURRIBIDE",102,"5 - IBAIONDO","SOLOKOETXE",12,48006,506964.81,4789370.24
"CALLE","ITURRIBIDE",103,"5 - IBAIONDO","SOLOKOETXE",12,48006,506920.75,4789370.63
"CALLE","ITURRIBIDE",104,"5 - IBAIONDO","SOLOKOETXE",12,48006,506947.84,4789375.14
"CALLE","ITURRIBIDE",105,"5 - IBAIONDO","SOLOKOETXE",12,48006,506907.44,4789374.49
"CALLE","ITURRIBIDE",106,"5 - IBAIONDO","SOLOKOETXE",12,48006,506928,4789381
"CALLE","ITURRIBIDE",107,"5 - IBAIONDO","SOLOKOETXE",12,48006,506894.79,4789378.17
"CALLE","ITURRIBIDE",108,"5 - IBAIONDO","SOLOKOETXE",12,48006,506915.91,4789384.5
"CALLE","ITURRIBIDE",109,"5 - IBAIONDO","SOLOKOETXE",12,48006,506877.21,4789383.27
"CALLE","ITURRIBIDE",110,"5 - IBAIONDO","SOLOKOETXE",12,48006,506896.54,4789390.23
"CALLE","ITURRIBIDE",111,"5 - IBAIONDO","SOLOKOETXE",12,48006,506856.78,4789377.97
"CALLE","ITURRIBIDE",112,"5 - IBAIONDO","SOLOKOETXE",11,48006,506872.54,4789397.06
"CALLE","ITURRIBIDE",113,"5 - IBAIONDO","SOLOKOETXE",12,48006,506853.96,4789368.02
"CALLE","ITURRIBIDE",114,"5 - IBAIONDO","SOLOKOETXE",11,48006,506856.81,4789401.6
"CALLE","ITURRIBIDE",115,"4 - BEGOÑA","SANTUTXU",9,48006,506846.9,4789332.3
"CALLE","ITURRIBIDE",116,"5 - IBAIONDO","SOLOKOETXE",11,48006,506843.56,4789403.32
"CALLE","ITURRIBIDE",117,"4 - BEGOÑA","SANTUTXU",8,48006,506824.8,4789306.97
"CALLE","ITURRIBIDE",118,"5 - IBAIONDO","SOLOKOETXE",11,48006,506830.27,4789400.82
"CALLE","ITURRIBIDE",119,"4 - BEGOÑA","SANTUTXU",8,48006,506808.99,4789277.08
"CALLE","ITURRIBIDE",120,"5 - IBAIONDO","SOLOKOETXE",11,48006,506839.88,4789361.9
"CALLE","ITURRIBIDE",121,"4 - BEGOÑA","SANTUTXU",8,48006,506785.78,4789265.05
"CALLE","ITURRIBIDE",122,"4 - BEGOÑA","SANTUTXU",7,48006,506798.41,4789302.78
"CALLE","ITURRIBIDE",124,"4 - BEGOÑA","SANTUTXU",7,48006,506784.75,4789290.23
"TRAVESIA","ITURRIBIDE",2,"5 - IBAIONDO","SOLOKOETXE",12,48006,506930.89,4789441.78
"TRAVESIA","ITURRIBIDE",4,"5 - IBAIONDO","ITURRALDE",11,48006,506905.58,4789488.31
"TRAVESIA","ITURRIBIDE",6,"5 - IBAIONDO","SOLOKOETXE",12,48006,506916.81,4789415.41
"TRAVESIA","ITURRIBIDE",8,"5 - IBAIONDO","SOLOKOETXE",12,48006,506944.16,4789413.34
"TRAVESIA","ITURRIBIDE",10,"5 - IBAIONDO","SOLOKOETXE",11,48006,506880.4,4789427.83
"BARRIO","ITURRIGORRI",1,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504284.73,4788228.2
"BARRIO","ITURRIGORRI",2,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504286.98,4788206.78
"BARRIO","ITURRIGORRI",3,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504286.18,4788188.31
"BARRIO","ITURRIGORRI",4,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504297.41,4788193.32
"BARRIO","ITURRIGORRI",5,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504300.74,4788201.88
"BARRIO","ITURRIGORRI",6,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504303.23,4788214.45
"BARRIO","ITURRIGORRI",7,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504303.66,4788227.73
"BARRIO","ITURRIGORRI",8,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504314.73,4788219.97
"BARRIO","ITURRIGORRI",9,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504311.78,4788210.06
"BARRIO","ITURRIGORRI",10,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504310.03,4788199.82
"BARRIO","ITURRIGORRI",11,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504307.9,4788196.93
"BARRIO","ITURRIGORRI",13,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504316.85,4788195.83
"BARRIO","ITURRIGORRI",15,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504321.65,4788198.48
"BARRIO","ITURRIGORRI",16,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504318.72,4788213.4
"BARRIO","ITURRIGORRI",17,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504318.4,4788220.98
"BARRIO","ITURRIGORRI",18,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504326.14,4788226.87
"BARRIO","ITURRIGORRI",22,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504330.22,4788223.99
"CAMINO","ITURRIGORRIBIDEA",1,"7 - ERREKALDE","ERREKALDEBERRI",38,48002,504444.17,4788691.61
"CAMINO","ITURRIGORRIBIDEA",19,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504336.47,4788502.54
"CAMINO","ITURRIGORRIBIDEA",21,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504350.95,4788506.38
"CAMINO","ITURRIGORRIBIDEA",23,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504352.43,4788490.76
"CAMINO","ITURRIGORRIBIDEA",25,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504355.99,4788479.37
"CAMINO","ITURRIGORRIBIDEA",27,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504355.38,4788465.75
"CAMINO","ITURRIGORRIBIDEA",29,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504353.58,4788452.97
"CAMINO","ITURRIGORRIBIDEA",31,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504341.01,4788439.31
"CAMINO","ITURRIGORRIBIDEA",33,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504330.16,4788431.19
"CAMINO","ITURRIGORRIBIDEA",35,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504317.08,4788426.83
"CAMINO","ITURRIGORRIBIDEA",37,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504302.68,4788422.63
"CAMINO","ITURRIGORRIBIDEA",39,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504281.42,4788365.74
"CAMINO","ITURRIGORRIBIDEA",41,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504280.4,4788351.85
"CAMINO","ITURRIGORRIBIDEA",43,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504281.47,4788336.02
"CAMINO","ITURRIGORRIBIDEA",45,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504282.66,4788322.28
"CAMINO","ITURRIGORRIBIDEA",46,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",39,48002,504270.91,4788266.02
"CAMINO","ITURRIGORRIBIDEA",47,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504285.42,4788297.62
"CAMINO","ITURRIGORRIBIDEA",49,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504286.63,4788280.79
"CAMINO","ITURRIGORRIBIDEA",51,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504293.21,4788264.12
"CAMINO","ITURRIGORRIBIDEA",53,"7 - ERREKALDE","ITURRIGORRI-PEÑASCAL",40,48002,504285.55,4788245.64
"PLAZA","ITURRIONDO",1,"2 - URIBARRI","ZURBARAN",10,48007,507184.67,4790380.35
"PLAZA","ITURRIONDO",2,"2 - URIBARRI","ZURBARAN",10,48007,507150.6,4790384.21
"PLAZA","ITURRIONDO",3,"2 - URIBARRI","ZURBARAN",10,48007,507134.84,4790386.4
"CALLE","ITURRIZA",1,"6 - ABANDO","ABANDO",30,48003,505615.68,4789707.66
"CALLE","ITURRIZA",2,"6 - ABANDO","ABANDO",30,48003,505579.09,4789645.26
"CALLE","ITURRIZA",3,"6 - ABANDO","ABANDO",30,48003,505610.71,4789696.12
"CALLE","ITURRIZA",4,"6 - ABANDO","ABANDO",30,48003,505568.42,4789619.56
"CALLE","ITURRIZA",5,"6 - ABANDO","ABANDO",30,48003,505604.32,4789680.49
"CALLE","ITURRIZA",7,"6 - ABANDO","ABANDO",30,48003,505599.8,4789669.6
"CALLE","ITURRIZA",9,"6 - ABANDO","ABANDO",30,48003,505596.58,4789661.86
"CALLE","ITURRIZA",9,"6 - ABANDO","ABANDO",30,48003,505591.67,4789649.94
"CALLE","ITURRIZA",11,"6 - ABANDO","ABANDO",30,48003,505586.9,4789638.45
"CALLE","ITURRIZA",13,"6 - ABANDO","ABANDO",30,48003,505582.44,4789627.73
"CALLE","ITURRIZA",15,"6 - ABANDO","ABANDO",30,48003,505579.09,4789618.84
"CALLE","ITURRIZA",17,"6 - ABANDO","ABANDO",30,48003,505574.08,4789607.24
"CALLE","ITURRIZA",19,"6 - ABANDO","ABANDO",30,48003,505567.93,4789592.38
"CALLE","IZARO MONTE",2,"2 - URIBARRI","URIBARRI",29,48007,506545.42,4790662.62
"CALLE","IZARO MONTE",3,"2 - URIBARRI","URIBARRI",21,48007,506568.62,4790702.45
"CALLE","IZARO MONTE",4,"2 - URIBARRI","URIBARRI",22,48007,506579.52,4790696.65
"CALLE","IZARO MONTE",5,"2 - URIBARRI","URIBARRI",21,48007,506578.71,4790711.91
"CALLE","IZARO MONTE",6,"2 - URIBARRI","URIBARRI",22,48007,506587.8,4790704.43
"CALLE","IZARO MONTE",7,"2 - URIBARRI","URIBARRI",21,48007,506596.66,4790730.38
"CALLE","IZARO MONTE",8,"2 - URIBARRI","URIBARRI",22,48007,506606.54,4790726.29
"CALLE","IZARO MONTE",9,"2 - URIBARRI","URIBARRI",21,48007,506609,4790741.58
"CALLE","IZARO MONTE",10,"2 - URIBARRI","URIBARRI",22,48007,506645.63,4790762.24
"CALLE","IZARO MONTE",11,"2 - URIBARRI","URIBARRI",21,48007,506646.45,4790776.94
"CALLE","IZARRA",1,"1 - DEUSTU","SAN IGNACIO",13,48015,503354.4,4791994.65
"CALLE","IZARRA",3,"1 - DEUSTU","SAN IGNACIO",13,48015,503348.06,4792011.55
"CALLE","IZARRA",5,"1 - DEUSTU","SAN IGNACIO",13,48015,503341.28,4792028.06
"CALLE","IZARRA",7,"1 - DEUSTU","SAN IGNACIO",13,48015,503334.42,4792044.77
"PLAZA","JADO",1,"6 - ABANDO","ABANDO",12,48009,505579.22,4790304.77
"PLAZA","JADO",2,"6 - ABANDO","ABANDO",12,48009,505562.6,4790316.19
"CALLE","JAEN",1,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504651.17,4789199.93
"CALLE","JAEN",1,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504660.24,4789167.02
"CALLE","JAEN",3,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504684.29,4789151.6
"CALLE","JAEN",4,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504633.41,4789206.36
"CALLE","JAEN",5,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504689.54,4789125.68
"CALLE","JAEN",6,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504639.2,4789167.11
"CALLE","JAEN",7,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504717.78,4789102.12
"CALLE","JAEN",8,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504646.92,4789152.28
"CALLE","JAEN",9,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504732.12,4789095.44
"CALLE","JAEN",10,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504655.75,4789137.21
"CALLE","JAEN",11,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504778.92,4789068.78
"CALLE","JAEN",12,"7 - ERREKALDE","ERREKALDEBERRI",42,48012,504664.82,4789126.81
"GRUPO","JARDIN DE ZORROTZA",1,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502240.68,4791193.93
"GRUPO","JARDIN DE ZORROTZA",2,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502240.53,4791177.51
"GRUPO","JARDIN DE ZORROTZA",3,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502242.38,4791164.96
"GRUPO","JARDIN DE ZORROTZA",4,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502288.15,4791186.29
"GRUPO","JARDIN DE ZORROTZA",5,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502248.31,4791103.46
"GRUPO","JARDIN DE ZORROTZA",6,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502234.3,4791090.55
"GRUPO","JARDIN DE ZORROTZA",7,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502239.62,4791069.03
"GRUPO","JARDIN DE ZORROTZA",8,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502215.36,4791076.91
"CALLE","JARDINES",1,"5 - IBAIONDO","CASCO VIEJO",5,48005,506141.14,4789693.53
"CALLE","JARDINES",2,"5 - IBAIONDO","CASCO VIEJO",5,48005,506167.5,4789696.07
"CALLE","JARDINES",3,"5 - IBAIONDO","CASCO VIEJO",5,48005,506156.15,4789698.17
"CALLE","JARDINES",4,"5 - IBAIONDO","CASCO VIEJO",5,48005,506178.37,4789699.5
"CALLE","JARDINES",5,"5 - IBAIONDO","CASCO VIEJO",5,48005,506175.39,4789704.11
"CALLE","JARDINES",6,"5 - IBAIONDO","CASCO VIEJO",5,48005,506187.39,4789702.11
"CALLE","JARDINES",7,"5 - IBAIONDO","CASCO VIEJO",5,48005,506199.31,4789711.46
"CALLE","JARDINES",8,"5 - IBAIONDO","CASCO VIEJO",5,48005,506202.62,4789706.83
"CALLE","JARDINES",9,"5 - IBAIONDO","CASCO VIEJO",5,48005,506203.42,4789712.7
"CALLE","JARDINES",10,"5 - IBAIONDO","CASCO VIEJO",5,48005,506213.25,4789709.97
